T1_v1_x,T1_v1_y,T1_v1_z,T1_v2_x,T1_v2_y,T1_v2_z,T1_v3_x,T1_v3_y,T1_v3_z,T1_v4_x,T1_v4_y,T1_v4_z,T2_v1_x,T2_v1_y,T2_v1_z,T2_v2_x,T2_v2_y,T2_v2_z,T2_v3_x,T2_v3_y,T2_v3_z,T2_v4_x,T2_v4_y,T2_v4_z,intersection_status
0.918040,0.933045,0.330849,0.487379,0.766436,0.866781,0.086910,0.751344,0.352319,0.020756,0.665385,0.790642,0.470685,0.550049,0.803432,0.517594,0.949928,0.317059,0.402460,0.274226,0.518382,0.717880,0.729946,0.139341,1
0.146343,0.461088,0.400592,0.116021,0.661950,0.169633,0.253802,0.135719,0.902337,0.157871,0.346121,0.511035,0.579721,0.420972,0.324788,0.607903,0.682025,0.322689,0.935131,0.344117,0.871564,0.942344,0.473848,0.737895,0
0.953391,0.540040,0.709226,0.252488,0.210003,0.718695,0.859311,0.560381,0.091695,0.077671,0.733461,0.012672,0.261290,0.112967,0.761520,0.269631,0.241780,0.129992,0.591005,0.559374,0.072349,0.085035,0.578177,0.265670,1
0.316342,0.085601,0.805492,0.123510,0.202858,0.060306,0.316247,0.495984,0.460096,0.058454,0.448640,0.494086,0.425051,0.439308,0.755499,0.312743,0.776093,0.264592,0.474510,0.940189,0.733220,0.121568,0.469549,0.530576,0
0.181796,0.277641,0.621023,0.341873,0.947693,0.550154,0.706847,0.361442,0.446036,0.858093,0.342615,0.287696,0.486990,0.730845,0.225557,0.681062,0.473265,0.740283,0.365109,0.164741,0.298956,0.782580,0.889006,0.949639,1
0.565363,0.941132,0.153247,0.776734,0.989930,0.314936,0.662771,0.985946,0.170839,0.911437,0.351728,0.123303,0.033054,0.605877,0.057078,0.003093,0.338610,0.570057,0.789971,0.453427,0.626716,0.484824,0.549781,0.925413,0
0.155725,0.238420,0.710167,0.648955,0.662682,0.845971,0.350225,0.311364,0.616095,0.625874,0.612236,0.135856,0.708494,0.562021,0.187109,0.391164,0.477621,0.544764,0.196164,0.494486,0.534694,0.299952,0.031046,0.029588,1
0.807464,0.679273,0.756283,0.987803,0.008883,0.198146,0.987127,0.351321,0.513745,0.948665,0.586011,0.081195,0.718270,0.046955,0.596570,0.162019,0.424685,0.151750,0.021837,0.758907,0.889380,0.025834,0.937263,0.852987,0
0.407924,0.936070,0.888113,0.421741,0.065304,0.540930,0.724403,0.039329,0.410098,0.999530,0.313064,0.487744,0.260018,0.422792,0.443853,0.381972,0.692518,0.597684,0.518459,0.238592,0.612661,0.974580,0.727549,0.003060,1
0.481537,0.994113,0.714968,0.019781,0.708237,0.924754,0.679710,0.332860,0.498206,0.920462,0.342502,0.173934,0.268095,0.126670,0.713931,0.484791,0.004729,0.453512,0.544234,0.372660,0.602093,0.391487,0.251294,0.869407,0
0.459277,0.713731,0.943667,0.204772,0.684037,0.540935,0.450915,0.778684,0.606112,0.443091,0.506032,0.977335,0.962975,0.622995,0.996879,0.098740,0.844547,0.829466,0.508457,0.690858,0.055152,0.246191,0.849306,0.142092,1
0.018136,0.910796,0.417771,0.061110,0.274913,0.157171,0.782348,0.829832,0.344580,0.514228,0.780462,0.277409,0.557554,0.511424,0.478163,0.099609,0.067197,0.963800,0.066220,0.910861,0.703121,0.768449,0.923512,0.467057,0
0.550384,0.724778,0.774684,0.015914,0.027345,0.780376,0.864348,0.126322,0.964379,0.743598,0.014386,0.004737,0.444438,0.436970,0.113861,0.839593,0.408721,0.489414,0.193587,0.316289,0.726124,0.180178,0.580703,0.136060,1
0.840469,0.570147,0.564205,0.374021,0.791433,0.008002,0.146731,0.451526,0.199048,0.660455,0.804476,0.459938,0.817118,0.285942,0.858196,0.817794,0.639565,0.206105,0.966064,0.536812,0.174965,0.149423,0.100524,0.207658,0
0.186877,0.923773,0.417601,0.778375,0.181913,0.030495,0.982129,0.698367,0.759394,0.447812,0.197831,0.069936,0.717547,0.991867,0.507256,0.400597,0.214454,0.750221,0.622775,0.168965,0.495865,0.119184,0.515993,0.819013,1
0.680530,0.459980,0.309951,0.674532,0.806751,0.519662,0.407461,0.137962,0.026646,0.694212,0.861879,0.004247,0.238182,0.299776,0.506050,0.707627,0.085981,0.073194,0.444241,0.332216,0.672410,0.657420,0.564408,0.588918,0
0.298468,0.307058,0.018511,0.102672,0.412826,0.142889,0.561889,0.004686,0.766341,0.114122,0.044489,0.301311,0.642977,0.218228,0.653478,0.940324,0.326882,0.259068,0.055138,0.140020,0.545134,0.475940,0.851742,0.938586,1
0.584686,0.976273,0.628351,0.322977,0.469748,0.263006,0.566582,0.789496,0.689420,0.397318,0.413658,0.056594,0.876093,0.804148,0.492003,0.946904,0.600218,0.427781,0.319961,0.679091,0.227940,0.797113,0.834831,0.568813,0
0.538611,0.282783,0.288158,0.765916,0.256889,0.368812,0.613028,0.870285,0.342315,0.528345,0.050060,0.207419,0.999116,0.709283,0.290557,0.683883,0.812192,0.185592,0.470272,0.862326,0.088923,0.001521,0.784011,0.403616,1
0.563546,0.769825,0.939375,0.606088,0.789795,0.725090,0.917418,0.043075,0.262399,0.676703,0.739354,0.452260,0.038631,0.552901,0.973197,0.084448,0.112748,0.231130,0.264101,0.773650,0.279776,0.166992,0.089786,0.471821,0
0.727394,0.273998,0.471011,0.904908,0.147741,0.581841,0.390253,0.185200,0.062800,0.377750,0.964083,0.569315,0.120946,0.982700,0.891237,0.320955,0.927529,0.653828,0.664612,0.639947,0.113554,0.661601,0.437847,0.499865,1
0.217285,0.588360,0.221364,0.066839,0.707734,0.048106,0.156953,0.101845,0.749506,0.154458,0.655994,0.890177,0.507341,0.256763,0.534002,0.175980,0.876579,0.886804,0.952126,0.631571,0.811061,0.970010,0.401888,0.015358,0
0.392517,0.382162,0.351083,0.767759,0.241161,0.211271,0.295118,0.121362,0.253623,0.459684,0.760396,0.122043,0.894349,0.930408,0.390500,0.838104,0.001769,0.118819,0.480048,0.604534,0.958106,0.213881,0.713919,0.367402,1
0.483738,0.085615,0.470909,0.422788,0.399795,0.018597,0.468116,0.036012,0.571376,0.496660,0.678990,0.046844,0.337981,0.449628,0.493716,0.484605,0.811731,0.593456,0.826643,0.886201,0.874530,0.227558,0.884367,0.863322,0
0.527819,0.463942,0.155387,0.184547,0.106730,0.117839,0.157438,0.924591,0.536341,0.508988,0.932419,0.253228,0.266533,0.476285,0.157032,0.057602,0.946767,0.336837,0.689287,0.099834,0.981138,0.867528,0.186793,0.421300,1
0.600535,0.047071,0.578866,0.287796,0.169998,0.482414,0.239873,0.127478,0.082709,0.537414,0.393030,0.481282,0.305586,0.383373,0.610676,0.049128,0.832902,0.554485,0.426341,0.683720,0.388695,0.574985,0.775999,0.896234,0
0.355303,0.886460,0.396200,0.860513,0.141558,0.800945,0.693249,0.478230,0.972824,0.549346,0.188713,0.549013,0.505332,0.474827,0.807087,0.204963,0.808137,0.262978,0.972796,0.293724,0.481170,0.010223,0.850838,0.455106,1
0.223924,0.593096,0.129106,0.722015,0.290136,0.813242,0.046781,0.658922,0.598452,0.026777,0.241005,0.003352,0.879210,0.818327,0.930454,0.647453,0.514624,0.934422,0.597736,0.467348,0.081090,0.035382,0.931430,0.685799,0
0.711201,0.724509,0.381344,0.953203,0.822009,0.842032,0.241376,0.236949,0.578473,0.232136,0.098327,0.254189,0.914667,0.945862,0.672835,0.105975,0.964876,0.617277,0.782735,0.372354,0.854737,0.353746,0.672666,0.522801,1
0.261008,0.890894,0.876718,0.013800,0.889239,0.544492,0.977753,0.788219,0.970302,0.887840,0.917096,0.299656,0.474526,0.226188,0.476623,0.009153,0.625524,0.636574,0.795254,0.744311,0.675159,0.214037,0.781589,0.140705,0
0.315829,0.125846,0.590314,0.128519,0.391693,0.641885,0.842572,0.117681,0.103324,0.651522,0.453668,0.368922,0.130545,0.121775,0.490265,0.150915,0.167333,0.433040,0.781663,0.304917,0.427987,0.184679,0.064713,0.226118,1
0.970698,0.069104,0.680651,0.404360,0.279060,0.240174,0.662957,0.875416,0.464075,0.366990,0.186788,0.197865,0.073596,0.613121,0.586892,0.242407,0.915612,0.984678,0.830614,0.521341,0.813851,0.319850,0.585639,0.818540,0
0.132505,0.093802,0.587534,0.459924,0.616298,0.645524,0.481026,0.336447,0.567878,0.798368,0.243606,0.785369,0.268577,0.305597,0.258698,0.387730,0.357460,0.916089,0.831469,0.155206,0.149593,0.635842,0.817041,0.791068,1
0.934979,0.566146,0.148624,0.599534,0.806475,0.166197,0.635254,0.687761,0.788764,0.545948,0.925752,0.797942,0.237036,0.384494,0.397263,0.529093,0.571402,0.627387,0.518670,0.076728,0.271865,0.399913,0.005026,0.049154,0
0.086929,0.322714,0.936617,0.290437,0.389786,0.045235,0.244971,0.379061,0.230558,0.493547,0.788574,0.711838,0.345373,0.255248,0.478212,0.072413,0.240892,0.410910,0.089901,0.984042,0.039824,0.888099,0.187453,0.946280,1
0.377991,0.432299,0.022535,0.422365,0.631429,0.634318,0.083782,0.573779,0.733167,0.154307,0.715180,0.704429,0.939647,0.569826,0.644989,0.980877,0.017931,0.833937,0.478104,0.616858,0.353983,0.546918,0.965791,0.558080,0
0.578470,0.888983,0.643722,0.007403,0.565161,0.666474,0.000334,0.787462,0.697908,0.581257,0.545607,0.280237,0.678815,0.863080,0.743702,0.456763,0.978083,0.043649,0.628854,0.532401,0.841088,0.056480,0.615080,0.905288,1
0.319921,0.467185,0.737348,0.665898,0.430997,0.450841,0.338213,0.716654,0.660064,0.919945,0.008034,0.832736,0.015775,0.088303,0.522400,0.525548,0.730423,0.503775,0.846970,0.536536,0.215871,0.396248,0.930651,0.069467,0
0.803905,0.496768,0.895098,0.346835,0.627953,0.246280,0.756335,0.071559,0.996791,0.856463,0.013439,0.531230,0.448794,0.864881,0.005901,0.082758,0.378438,0.114869,0.219909,0.892775,0.940755,0.270199,0.084290,0.864901,1
0.780245,0.244787,0.570997,0.848234,0.225656,0.532208,0.419970,0.051964,0.287902,0.837498,0.290106,0.796615,0.080211,0.299056,0.306078,0.066244,0.007889,0.219629,0.161737,0.511605,0.625540,0.083968,0.132435,0.643593,0
0.481629,0.813637,0.598820,0.411043,0.483394,0.046711,0.971342,0.968195,0.077723,0.812114,0.538339,0.203203,0.657998,0.868085,0.408046,0.907885,0.972939,0.369420,0.807205,0.836919,0.541340,0.746156,0.053738,0.991406,1
0.625434,0.880203,0.848621,0.617848,0.223454,0.371280,0.830416,0.463424,0.883826,0.764861,0.397404,0.459269,0.032263,0.905831,0.448313,0.692305,0.174041,0.235791,0.135077,0.871505,0.538165,0.225591,0.312577,0.423143,0
0.984298,0.037529,0.853878,0.366463,0.829654,0.456280,0.759074,0.559252,0.469295,0.579868,0.295739,0.173200,0.572968,0.390818,0.684290,0.100966,0.323772,0.255146,0.887937,0.727796,0.713435,0.448112,0.330588,0.266039,1
0.268940,0.508525,0.966826,0.278561,0.026580,0.434671,0.645344,0.242950,0.911975,0.614507,0.476488,0.478086,0.444087,0.721005,0.477655,0.896022,0.460469,0.809253,0.194838,0.933748,0.124984,0.667593,0.401464,0.602366,0
0.901216,0.820256,0.714412,0.264257,0.358482,0.875529,0.288981,0.547955,0.273769,0.482977,0.536682,0.960491,0.211181,0.118439,0.336342,0.321835,0.258969,0.427266,0.655052,0.985650,0.927909,0.276879,0.988507,0.802231,1
0.459772,0.124615,0.524734,0.685671,0.047597,0.301957,0.425591,0.869000,0.526425,0.101984,0.283354,0.634266,0.850775,0.150693,0.572470,0.902794,0.801662,0.842765,0.634361,0.628624,0.488977,0.501613,0.026419,0.473411,0
0.687592,0.585132,0.197873,0.915047,0.955942,0.253194,0.878218,0.477067,0.621647,0.245921,0.050218,0.600541,0.686699,0.771525,0.210658,0.365398,0.737561,0.692960,0.681808,0.699800,0.781845,0.975752,0.037270,0.414060,1
0.936255,0.951088,0.069341,0.292535,0.093640,0.969070,0.248548,0.870378,0.626114,0.148675,0.072447,0.840989,0.952752,0.232282,0.845721,0.705144,0.188208,0.427870,0.122020,0.080972,0.493765,0.939432,0.133676,0.271409,0
0.769129,0.660440,0.891038,0.087892,0.198403,0.220658,0.777620,0.547356,0.005674,0.358670,0.354101,0.337572,0.135266,0.391025,0.479373,0.979022,0.715563,0.923395,0.253550,0.654748,0.375654,0.162306,0.819847,0.815896,1
0.563491,0.308301,0.595610,0.767766,0.139889,0.553619,0.117816,0.261606,0.295920,0.092310,0.214548,0.291084,0.834090,0.725942,0.919511,0.731789,0.310399,0.091451,0.633493,0.308814,0.326596,0.997632,0.235556,0.246656,0
0.633202,0.589741,0.241304,0.447530,0.660769,0.846193,0.407362,0.063930,0.817899,0.415291,0.174273,0.833326,0.201383,0.655282,0.494841,0.664492,0.159240,0.602122,0.406588,0.256043,0.637701,0.115227,0.121153,0.047509,1
0.226300,0.314051,0.245661,0.666181,0.689080,0.373925,0.066101,0.178310,0.031421,0.976649,0.189950,0.468214,0.767606,0.934542,0.517756,0.915553,0.037665,0.766229,0.138335,0.610923,0.187513,0.352330,0.032956,0.529309,0
0.664321,0.398331,0.462887,0.563049,0.410026,0.913385,0.988367,0.235593,0.856481,0.014744,0.458294,0.924372,0.196800,0.961427,0.154763,0.222289,0.220558,0.592209,0.193371,0.542721,0.062876,0.179741,0.527489,0.930411,1
0.401939,0.955402,0.632137,0.066410,0.134632,0.252247,0.440554,0.763543,0.319776,0.853357,0.054763,0.532083,0.172751,0.919994,0.471694,0.573973,0.359308,0.961764,0.270617,0.436624,0.521234,0.055774,0.248316,0.450844,0
0.388669,0.733182,0.108785,0.496648,0.525699,0.142271,0.897988,0.918615,0.515024,0.733021,0.195856,0.960224,0.527683,0.458091,0.552218,0.643399,0.823942,0.471189,0.086444,0.902876,0.886394,0.351217,0.008504,0.140251,1
0.956304,0.767666,0.398810,0.413525,0.605343,0.210896,0.383240,0.776246,0.268609,0.374806,0.726133,0.955922,0.048495,0.136628,0.346790,0.572162,0.495422,0.919982,0.743368,0.477275,0.919071,0.846904,0.322112,0.919890,0
0.286790,0.229304,0.110330,0.028111,0.143859,0.070511,0.849620,0.353157,0.728815,0.746394,0.483506,0.756106,0.556848,0.519684,0.173458,0.935933,0.972166,0.069837,0.192310,0.141437,0.308261,0.557076,0.988212,0.665884,1
0.084575,0.172340,0.888152,0.257142,0.927978,0.142939,0.484269,0.053454,0.353474,0.458972,0.734632,0.075815,0.549102,0.480693,0.728793,0.735719,0.347136,0.162689,0.741011,0.666152,0.360117,0.843452,0.807337,0.385269,0
0.083744,0.333589,0.607763,0.538463,0.345696,0.855962,0.325540,0.768767,0.762937,0.487255,0.715571,0.585164,0.704425,0.482166,0.168233,0.682918,0.939193,0.194595,0.878594,0.930666,0.494981,0.413577,0.238702,0.915033,1
0.923101,0.106308,0.572116,0.917537,0.615337,0.705056,0.339250,0.161493,0.954197,0.822470,0.930073,0.180960,0.298927,0.391439,0.315097,0.492066,0.828299,0.682559,0.306534,0.123402,0.523698,0.130398,0.801772,0.317764,0
0.466141,0.086537,0.265157,0.809107,0.545872,0.001883,0.784815,0.311323,0.518891,0.081729,0.336906,0.631589,0.192360,0.875833,0.578423,0.791798,0.052966,0.403061,0.720988,0.493173,0.057608,0.309981,0.101918,0.305730,1
0.538274,0.722242,0.646022,0.798263,0.202373,0.066697,0.823177,0.966466,0.271518,0.374581,0.164900,0.365253,0.646719,0.777848,0.260160,0.233184,0.132788,0.891727,0.149974,0.116831,0.731700,0.049318,0.565465,0.394172,0
0.394227,0.241453,0.181192,0.219231,0.640548,0.950004,0.886397,0.305121,0.294581,0.207331,0.873463,0.041542,0.550536,0.196996,0.270851,0.890283,0.489561,0.727941,0.229355,0.678827,0.509886,0.957385,0.807567,0.079113,1
0.795161,0.158148,0.259605,0.181057,0.111850,0.501592,0.355372,0.934865,0.177051,0.125737,0.457631,0.281335,0.261308,0.176345,0.965676,0.458880,0.634798,0.762779,0.936922,0.930956,0.493091,0.779195,0.880238,0.607299,0
0.337447,0.144120,0.035190,0.012080,0.635537,0.922194,0.715588,0.476704,0.474000,0.622404,0.382761,0.562279,0.005658,0.579784,0.132487,0.565952,0.047148,0.788582,0.528783,0.402866,0.878702,0.414991,0.773576,0.431126,1
0.474889,0.428288,0.378985,0.326091,0.455116,0.930466,0.085743,0.406640,0.877044,0.904492,0.307466,0.553531,0.667084,0.612190,0.655863,0.643229,0.714973,0.317502,0.410715,0.711118,0.569450,0.833251,0.513392,0.728697,0
0.779605,0.812235,0.860097,0.714525,0.345704,0.945321,0.438864,0.233582,0.623115,0.261074,0.589550,0.217061,0.338415,0.828335,0.296323,0.819459,0.081869,0.842051,0.628222,0.414632,0.705081,0.523953,0.546356,0.337694,1
0.105367,0.671251,0.417635,0.328865,0.086051,0.644204,0.900655,0.157756,0.413059,0.173978,0.235464,0.685714,0.713812,0.883347,0.632428,0.258611,0.686577,0.711572,0.795948,0.989823,0.583157,0.524574,0.672757,0.378750,0
0.417422,0.404799,0.154672,0.040573,0.145964,0.847877,0.604938,0.247487,0.525382,0.542244,0.166210,0.793845,0.435866,0.795286,0.889996,0.061801,0.189631,0.304807,0.044910,0.085269,0.747363,0.870415,0.398430,0.721070,1
0.492224,0.155904,0.989025,0.695685,0.063728,0.378668,0.475285,0.162081,0.953638,0.971924,0.475262,0.100577,0.605482,0.497102,0.244935,0.356198,0.524570,0.228370,0.079595,0.758606,0.363438,0.584896,0.578010,0.059564,0
0.589515,0.348128,0.146741,0.645401,0.521363,0.705479,0.838181,0.855975,0.554321,0.614456,0.528179,0.988031,0.747320,0.522557,0.736786,0.650248,0.157948,0.324091,0.103006,0.230946,0.455879,0.004328,0.806593,0.326513,1
0.244767,0.586182,0.642488,0.126596,0.024292,0.330110,0.192793,0.856441,0.937612,0.172470,0.694118,0.411044,0.000989,0.852571,0.992196,0.581906,0.793421,0.258725,0.029165,0.654835,0.001995,0.106439,0.880419,0.354620,0
0.446105,0.988234,0.597092,0.915500,0.429318,0.148500,0.306882,0.579522,0.445443,0.535252,0.860907,0.760426,0.365102,0.963915,0.108700,0.979205,0.486114,0.749608,0.849409,0.077508,0.996321,0.280306,0.997141,0.073440,1
0.987586,0.523243,0.255464,0.845836,0.706996,0.893771,0.004057,0.950853,0.033444,0.735290,0.433856,0.699835,0.538406,0.529936,0.640780,0.899055,0.007835,0.004346,0.207921,0.687633,0.062500,0.338327,0.218228,0.855070,0
0.289631,0.043373,0.401479,0.291018,0.895675,0.583782,0.221776,0.407462,0.310275,0.772067,0.546917,0.704160,0.206572,0.539085,0.357368,0.667162,0.242770,0.904123,0.734062,0.049120,0.162341,0.211275,0.853498,0.628208,1
0.785242,0.395004,0.115864,0.491168,0.843248,0.516947,0.923937,0.371790,0.998779,0.990536,0.107561,0.749473,0.655820,0.911540,0.323475,0.448507,0.933866,0.769431,0.540161,0.850918,0.557466,0.758012,0.669677,0.345913,0
0.302444,0.136869,0.301426,0.271787,0.853420,0.295461,0.890101,0.930199,0.080447,0.218947,0.633956,0.954710,0.717439,0.767688,0.395632,0.046950,0.820709,0.525262,0.662950,0.089966,0.030873,0.698085,0.695629,0.697654,1
0.172793,0.363347,0.345178,0.131902,0.293667,0.407076,0.944220,0.248952,0.336409,0.799513,0.072245,0.664463,0.141300,0.183869,0.777235,0.930531,0.122255,0.602900,0.596047,0.520800,0.064806,0.874362,0.550495,0.943721,0
0.013897,0.088943,0.436901,0.301041,0.118128,0.374443,0.144126,0.581063,0.878610,0.374865,0.330041,0.062457,0.688194,0.405794,0.892879,0.777022,0.260970,0.641337,0.272786,0.065170,0.441606,0.108531,0.923033,0.639334,1
0.676113,0.539397,0.050716,0.965880,0.988345,0.504713,0.246238,0.667032,0.425032,0.860535,0.351587,0.091857,0.210837,0.202813,0.627139,0.714708,0.341678,0.463107,0.489976,0.251842,0.602863,0.908177,0.478449,0.331462,0
0.357544,0.000320,0.703631,0.776596,0.255313,0.908873,0.574720,0.459438,0.870814,0.964623,0.619250,0.733808,0.324008,0.249447,0.487650,0.450851,0.048765,0.497838,0.853511,0.891989,0.972057,0.942864,0.654605,0.820400,1
0.951996,0.620129,0.688942,0.207752,0.976450,0.084701,0.989662,0.686106,0.788257,0.371151,0.519088,0.474840,0.808976,0.329454,0.083972,0.845201,0.163353,0.849105,0.024374,0.539096,0.620390,0.794196,0.163747,0.378347,0
0.169991,0.716236,0.179387,0.303983,0.244660,0.108739,0.105996,0.413687,0.518488,0.683004,0.932013,0.220151,0.261597,0.872504,0.577854,0.352862,0.351314,0.010808,0.637977,0.962916,0.211377,0.575303,0.445956,0.685549,1
0.188434,0.981578,0.587788,0.889779,0.518289,0.196725,0.992020,0.862143,0.388000,0.823456,0.982255,0.802047,0.956912,0.273951,0.363373,0.121413,0.283295,0.047335,0.573239,0.912636,0.697226,0.481716,0.726855,0.812873,0
0.886096,0.714334,0.405713,0.239128,0.293445,0.266033,0.559499,0.631333,0.769537,0.920117,0.887988,0.970306,0.292829,0.603577,0.246078,0.817994,0.178103,0.141363,0.613756,0.745008,0.188033,0.585849,0.785518,0.879268,1
0.428410,0.411591,0.475102,0.624663,0.781824,0.127225,0.789345,0.048810,0.156515,0.378203,0.114729,0.259763,0.915436,0.884062,0.319081,0.326838,0.887404,0.174031,0.627549,0.798375,0.881987,0.349523,0.419228,0.522824,0
0.946708,0.472640,0.911346,0.477003,0.297048,0.523302,0.922719,0.230943,0.356231,0.835790,0.822848,0.740412,0.873790,0.261554,0.516348,0.889109,0.040941,0.193850,0.502553,0.482603,0.294094,0.918619,0.945928,0.933222,1
0.240244,0.553980,0.270920,0.125317,0.577742,0.823273,0.016807,0.496162,0.952564,0.938453,0.519975,0.442810,0.947978,0.194417,0.060985,0.935011,0.074806,0.495073,0.397670,0.386398,0.375724,0.481565,0.414403,0.439518,0
0.230662,0.349287,0.055465,0.189735,0.296371,0.195835,0.978784,0.419932,0.634016,0.325247,0.994650,0.186062,0.403554,0.665800,0.733695,0.158835,0.389504,0.030304,0.339053,0.076070,0.120130,0.778127,0.413303,0.724819,1
0.370310,0.637328,0.877145,0.398166,0.712881,0.978493,0.249139,0.856216,0.065382,0.746933,0.835102,0.040837,0.746825,0.139324,0.475000,0.829486,0.307153,0.401079,0.315523,0.457808,0.005905,0.634228,0.103095,0.276189,0
0.915379,0.203578,0.331495,0.646101,0.921887,0.148509,0.902984,0.088934,0.051726,0.442706,0.757318,0.875349,0.570716,0.715746,0.140979,0.706529,0.089167,0.843456,0.947448,0.369916,0.355202,0.015885,0.617261,0.459139,1
0.711294,0.843511,0.093274,0.716969,0.010164,0.307847,0.072064,0.905570,0.590947,0.898955,0.457418,0.522363,0.174461,0.809793,0.327671,0.183109,0.982907,0.229048,0.587118,0.184865,0.275291,0.446638,0.635473,0.067070,0
0.192463,0.319492,0.817634,0.392409,0.407102,0.175312,0.906288,0.580941,0.211446,0.419629,0.014123,0.662470,0.906198,0.335566,0.394948,0.746560,0.153089,0.788764,0.547825,0.397971,0.241711,0.516570,0.251336,0.132204,1
0.458047,0.487038,0.249003,0.704858,0.127084,0.256926,0.438711,0.937656,0.665115,0.520299,0.476082,0.225866,0.154711,0.035002,0.398070,0.292568,0.657200,0.371465,0.295513,0.168460,0.329787,0.178462,0.439498,0.083350,0
0.590487,0.809922,0.603941,0.062284,0.200652,0.784435,0.683990,0.217824,0.000141,0.594027,0.054056,0.817399,0.893903,0.094700,0.853904,0.215490,0.629400,0.559984,0.437378,0.357360,0.049500,0.640873,0.467404,0.258438,1
0.893491,0.596664,0.891212,0.611244,0.242591,0.985917,0.696841,0.959781,0.888773,0.684654,0.879690,0.736180,0.318798,0.031573,0.672539,0.661422,0.611050,0.308675,0.630914,0.139100,0.578226,0.288814,0.445680,0.450067,0
